"kode_kec","kode_kab","kecamatan_value","kecamatan_display"
"7505021","7505","KECAMATAN_TOMILITO","Kecamatan Tomilito"
"7505022","7505","KECAMATAN_PONELO_KEPULAUAN","Kecamatan Ponelo Kepulauan"
"7505030","7505","KECAMATAN_ANGGREK","Kecamatan Anggrek"
"7505031","7505","KECAMATAN_MONANO","Kecamatan Monano"
"7505040","7505","KECAMATAN_SUMALATA","Kecamatan Sumalata"
"7505041","7505","KECAMATAN_SUMALATA_TIMUR","Kecamatan Sumalata Timur"
"7505050","7505","KECAMATAN_TOLINGGULA","Kecamatan Tolinggula"
"7505051","7505","KECAMATAN_BIAU","Kecamatan Biau"
"7571010","7571","KECAMATAN_KOTA_BARAT","Kecamatan Kota Barat"
"7571011","7571","KECAMATAN_DUNGINGI","Kecamatan Dungingi"
"7571020","7571","KECAMATAN_KOTA_SELATAN","Kecamatan Kota Selatan"
"7571021","7571","KECAMATAN_KOTA_TIMUR","Kecamatan Kota Timur"
"7571022","7571","KECAMATAN_HULONTHALANGI","Kecamatan Hulonthalangi"
"7571023","7571","KECAMATAN_DUMBO_RAYA","Kecamatan Dumbo Raya"
"7571030","7571","KECAMATAN_KOTA_UTARA","Kecamatan Kota Utara"
"7571031","7571","KECAMATAN_KOTA_TENGAH","Kecamatan Kota Tengah"
"7571032","7571","KECAMATAN_SIPATANA","Kecamatan Sipatana"
"7601010","7601","KECAMATAN_BANGGAE","Kecamatan Banggae"
"7601011","7601","KECAMATAN_BANGGAE_TIMUR","Kecamatan Banggae Timur"
"7601020","7601","KECAMATAN_PAMBOANG","Kecamatan Pamboang"
"7601030","7601","KECAMATAN_SENDANA","Kecamatan Sendana"
"7601031","7601","KECAMATAN_TAMMERODO","Kecamatan Tammerodo"
"7601033","7601","KECAMATAN_TUBO_SENDANA","Kecamatan Tubo Sendana"
"7601040","7601","KECAMATAN_MALUNDA","Kecamatan Malunda"
"7601041","7601","KECAMATAN_ULUMANDA","Kecamatan Ulumanda"
"7602010","7602","KECAMATAN_TINAMBUNG","Kecamatan Tinambung"
"7602011","7602","KECAMATAN_BALANIPA","Kecamatan Balanipa"
"7602012","7602","KECAMATAN_LIMBORO","Kecamatan Limboro"
"7602020","7602","KECAMATAN_TUBBI_TARAMANU","Kecamatan Tubbi Taramanu"
"7602021","7602","KECAMATAN_ALU","Kecamatan Alu"
"7602030","7602","KECAMATAN_CAMPALAGIAN","Kecamatan Campalagian"
"7602031","7602","KECAMATAN_LUYO","Kecamatan Luyo"
"7602040","7602","KECAMATAN_WONOMULYO","Kecamatan Wonomulyo"
"7602041","7602","KECAMATAN_MAPILLI","Kecamatan Mapilli"
"7602042","7602","KECAMATAN_TAPANGO","Kecamatan Tapango"
"7602043","7602","KECAMATAN_MATAKALI","Kecamatan Matakali"
"7602044","7602","KECAMATAN_B_U_L_O","Kecamatan B U L O"
"7602050","7602","KECAMATAN_POLEWALI","Kecamatan Polewali"
"7602051","7602","KECAMATAN_BINUANG","Kecamatan Binuang"
"7602052","7602","KECAMATAN_ANREAPI","Kecamatan Anreapi"
"7602061","7602","KECAMATAN_MATANGNGA","Kecamatan Matangnga"
"7603010","7603","KECAMATAN_SUMARORONG","Kecamatan Sumarorong"
"7603020","7603","KECAMATAN_MESSAWA","Kecamatan Messawa"
"7603030","7603","KECAMATAN_PANA","Kecamatan Pana"
"7603031","7603","KECAMATAN_NOSU","Kecamatan Nosu"
"7603040","7603","KECAMATAN_TABANG","Kecamatan Tabang"
"7603050","7603","KECAMATAN_MAMASA","Kecamatan Mamasa"
"7603060","7603","KECAMATAN_TANDUK_KALUA","Kecamatan Tanduk Kalua"
"7603061","7603","KECAMATAN_BALLA","Kecamatan Balla"
"7603070","7603","KECAMATAN_SESENAPADANG","Kecamatan Sesenapadang"
"7603071","7603","KECAMATAN_TAWALIAN","Kecamatan Tawalian"
"7603080","7603","KECAMATAN_MAMBI","Kecamatan Mambi"
"7603081","7603","KECAMATAN_BAMBANG","Kecamatan Bambang"
"7603082","7603","KECAMATAN_RANTEBULAHAN_TIMUR","Kecamatan Rantebulahan Timur"
"7603083","7603","KECAMATAN_MEHALAAN","Kecamatan Mehalaan"
"7603090","7603","KECAMATAN_ARALLE","Kecamatan Aralle"
"7603091","7603","KECAMATAN_BUNTU_MALANGKA","Kecamatan Buntu Malangka"
"7603100","7603","KECAMATAN_TABULAHAN","Kecamatan Tabulahan"
"7604010","7604","KECAMATAN_TAPALANG","Kecamatan Tapalang"
"7604011","7604","KECAMATAN_TAPALANG_BARAT","Kecamatan Tapalang Barat"
"7604020","7604","KECAMATAN_MAMUJU","Kecamatan Mamuju"
"7604022","7604","KECAMATAN_SIMBORO","Kecamatan Simboro"
"7604023","7604","KECAMATAN_BALABALAKANG","Kecamatan Balabalakang"
"7604030","7604","KECAMATAN_KALUKKU","Kecamatan Kalukku"
"7604031","7604","KECAMATAN_PAPALANG","Kecamatan Papalang"
"7604032","7604","KECAMATAN_SAMPAGA","Kecamatan Sampaga"
"7604033","7604","KECAMATAN_TOMMO","Kecamatan Tommo"
"7604040","7604","KECAMATAN_KALUMPANG","Kecamatan Kalumpang"
"7604041","7604","KECAMATAN_BONEHAU","Kecamatan Bonehau"
"7605010","7605","KECAMATAN_SARUDU","Kecamatan Sarudu"
"7605011","7605","KECAMATAN_DAPURANG","Kecamatan Dapurang"
"7605012","7605","KECAMATAN_DURIPOKU","Kecamatan Duripoku"
"7605020","7605","KECAMATAN_BARAS","Kecamatan Baras"
"7605021","7605","KECAMATAN_BULU_TABA","Kecamatan Bulu Taba"
"7605022","7605","KECAMATAN_LARIANG","Kecamatan Lariang"
"7605030","7605","KECAMATAN_PASANGKAYU","Kecamatan Pasangkayu"
"7605031","7605","KECAMATAN_TIKKE_RAYA","Kecamatan Tikke Raya"
"7605032","7605","KECAMATAN_PEDONGGA","Kecamatan Pedongga"
"7605040","7605","KECAMATAN_BAMBALAMOTU","Kecamatan Bambalamotu"
"7605041","7605","KECAMATAN_BAMBAIRA","Kecamatan Bambaira"
"7605042","7605","KECAMATAN_SARJO","Kecamatan Sarjo"
"7606010","7606","KECAMATAN_PANGALE","Kecamatan Pangale"
"7606020","7606","KECAMATAN_BUDONG-BUDONG","Kecamatan Budong-Budong"
"7606030","7606","KECAMATAN_TOBADAK","Kecamatan Tobadak"
"7606040","7606","KECAMATAN_TOPOYO","Kecamatan Topoyo"
"7606050","7606","KECAMATAN_KAROSSA","Kecamatan Karossa"
"8101040","8101","KECAMATAN_TANIMBAR_SELATAN","Kecamatan Tanimbar Selatan"
"8101041","8101","KECAMATAN_WER_TAMRIAN","Kecamatan Wer Tamrian"
"8101042","8101","KECAMATAN_WER_MAKTIAN","Kecamatan Wer Maktian"
"8101043","8101","KECAMATAN_SELARU","Kecamatan Selaru"
"8101050","8101","KECAMATAN_TANIMBAR_UTARA","Kecamatan Tanimbar Utara"
"8101051","8101","KECAMATAN_YARU","Kecamatan Yaru"
"8101052","8101","KECAMATAN_WUAR_LABOBAR","Kecamatan Wuar Labobar"
"8101053","8101","KECAMATAN_NIRUNMAS","Kecamatan Nirunmas"
"8101054","8101","KECAMATAN_KORMOMOLIN","Kecamatan Kormomolin"
"8101055","8101","KECAMATAN_MOLU_MARU","Kecamatan Molu Maru"
"8102010","8102","KECAMATAN_KEI_KECIL","Kecamatan Kei Kecil"
"8102012","8102","KECAMATAN_KEI_KECIL_BARAT","Kecamatan Kei Kecil Barat"
"8102013","8102","KECAMATAN_KEI_KECIL_TIMUR","Kecamatan Kei Kecil Timur"
"8102014","8102","KECAMATAN_HOAT_SORBAY","Kecamatan Hoat Sorbay"
"8102015","8102","KECAMATAN_MANYEUW","Kecamatan Manyeuw"
"8102016","8102","KECAMATAN_KEI_KECIL_TIMUR_SELATAN","Kecamatan Kei Kecil Timur Selatan"
"8102020","8102","KECAMATAN_KEI_BESAR","Kecamatan Kei Besar"
"8102021","8102","KECAMATAN_KEI_BESAR_UTARA_TIMUR","Kecamatan Kei Besar Utara Timur"
"8102022","8102","KECAMATAN_KEI_BESAR_SELATAN","Kecamatan Kei Besar Selatan"
"8102023","8102","KECAMATAN_KEI_BESAR_UTARA_BARAT","Kecamatan Kei Besar Utara Barat"
"8102024","8102","KECAMATAN_KEI_BESAR_SELATAN_BARAT","Kecamatan Kei Besar Selatan Barat"
"8103010","8103","KECAMATAN_BANDA","Kecamatan Banda"
"8103040","8103","KECAMATAN_TEHORU","Kecamatan Tehoru"
"8103041","8103","KECAMATAN_TELUTIH","Kecamatan Telutih"
"8103050","8103","KECAMATAN_AMAHAI","Kecamatan Amahai"
"8103051","8103","KECAMATAN_KOTA_MASOHI","Kecamatan Kota Masohi"
"8103052","8103","KECAMATAN_TELUK_ELPAPUTIH","Kecamatan Teluk Elpaputih"
"8103060","8103","KECAMATAN_TEON_NILA_SERUA","Kecamatan Teon Nila Serua"
"8103080","8103","KECAMATAN_SAPARUA","Kecamatan Saparua"
"8103081","8103","KECAMATAN_NUSALAUT","Kecamatan Nusalaut"
"8103082","8103","KECAMATAN_SAPARUA_TIMUR","Kecamatan Saparua Timur"
"8103090","8103","KECAMATAN_P._HARUKU","Kecamatan P. Haruku"
"8103100","8103","KECAMATAN_SALAHUTU","Kecamatan Salahutu"
"8103110","8103","KECAMATAN_LEIHITU","Kecamatan Leihitu"
"8103111","8103","KECAMATAN_LEIHITU_BARAT","Kecamatan Leihitu Barat"
"8103140","8103","KECAMATAN_SERAM_UTARA","Kecamatan Seram Utara"
"8103141","8103","KECAMATAN_SERAM_UTARA_BARAT","Kecamatan Seram Utara Barat"
"8103142","8103","KECAMATAN_SERAM_UTARA_TIMUR_KOBI","Kecamatan Seram Utara Timur Kobi"
"8103143","8103","KECAMATAN_SERAM_UTARA_TIMUR_SETI","Kecamatan Seram Utara Timur Seti"
"8104020","8104","KECAMATAN_NAMLEA","Kecamatan Namlea"
"8104021","8104","KECAMATAN_WAEAPO","Kecamatan Waeapo"
"8104022","8104","KECAMATAN_WAPLAU","Kecamatan Waplau"
"8104023","8104","KECAMATAN_BATA_BUAL","Kecamatan Bata Bual"
"8104024","8104","KECAMATAN_TELUK_KAIELY","Kecamatan Teluk Kaiely"
"8104025","8104","KECAMATAN_WAELATA","Kecamatan Waelata"
"8104026","8104","KECAMATAN_LOLONG_GUBA","Kecamatan Lolong Guba"
"8104027","8104","KECAMATAN_LILIALY","Kecamatan Lilialy"
"8104030","8104","KECAMATAN_AIR_BUAYA","Kecamatan Air Buaya"
"8104031","8104","KECAMATAN_FENA_LEISELA","Kecamatan Fena Leisela"
"8105010","8105","KECAMATAN_ARU_SELATAN","Kecamatan Aru Selatan"
"8105011","8105","KECAMATAN_ARU_SELATAN_TIMUR","Kecamatan Aru Selatan Timur"
"8105012","8105","KECAMATAN_ARU_SELATAN_UTARA","Kecamatan Aru Selatan Utara"
"8105020","8105","KECAMATAN_ARU_TENGAH","Kecamatan Aru Tengah"
"8105021","8105","KECAMATAN_ARU_TENGAH_TIMUR","Kecamatan Aru Tengah Timur"
"8105022","8105","KECAMATAN_ARU_TENGAH_SELATAN","Kecamatan Aru Tengah Selatan"
"8105030","8105","KECAMATAN_PULAU-PULAU_ARU","Kecamatan Pulau-Pulau Aru"
"8105031","8105","KECAMATAN_ARU_UTARA","Kecamatan Aru Utara"
"8105032","8105","KECAMATAN_ARU_UTARA_TIMUR_BATULEY","Kecamatan Aru Utara Timur Batuley"
"8105033","8105","KECAMATAN_SIR-SIR","Kecamatan Sir-Sir"
"8106010","8106","KECAMATAN_HUAMUAL_BELAKANG","Kecamatan Huamual Belakang"
"8106011","8106","KECAMATAN_KEPULAUAN_MANIPA","Kecamatan Kepulauan Manipa"
"8106020","8106","KECAMATAN_SERAM_BARAT","Kecamatan Seram Barat"
"8106021","8106","KECAMATAN_HUAMUAL","Kecamatan Huamual"
"8106030","8106","KECAMATAN_KAIRATU","Kecamatan Kairatu"
"8106031","8106","KECAMATAN_KAIRATU_BARAT","Kecamatan Kairatu Barat"
"8106032","8106","KECAMATAN_INAMOSOL","Kecamatan Inamosol"
"8106033","8106","KECAMATAN_AMALATU","Kecamatan Amalatu"
"8106034","8106","KECAMATAN_ELPAPUTIH","Kecamatan Elpaputih"
"8106040","8106","KECAMATAN_TANIWEL","Kecamatan Taniwel"
"8106041","8106","KECAMATAN_TANIWEL_TIMUR","Kecamatan Taniwel Timur"
"8107010","8107","KECAMATAN_PULAU_GOROM","Kecamatan Pulau Gorom"
"8107011","8107","KECAMATAN_WAKATE","Kecamatan Wakate"
"8107012","8107","KECAMATAN_TEOR","Kecamatan Teor"
"8107013","8107","KECAMATAN_GOROM_TIMUR","Kecamatan Gorom Timur"
"8107014","8107","KECAMATAN_PULAU_PANJANG","Kecamatan Pulau Panjang"
"8107020","8107","KECAMATAN_SERAM_TIMUR","Kecamatan Seram Timur"
"8107021","8107","KECAMATAN_TUTUK_TOLU","Kecamatan Tutuk Tolu"
"8107022","8107","KECAMATAN_KILMURY","Kecamatan Kilmury"
"8107023","8107","KECAMATAN_LIAN_VITU","Kecamatan Lian Vitu"
"8107024","8107","KECAMATAN_KIAN_DARAT","Kecamatan Kian Darat"
"8107030","8107","KECAMATAN_WERINAMA","Kecamatan Werinama"
"8107031","8107","KECAMATAN_SIWALALAT","Kecamatan Siwalalat"
"8107040","8107","KECAMATAN_BULA","Kecamatan Bula"
"8107041","8107","KECAMATAN_BULA_BARAT","Kecamatan Bula Barat"
"8107042","8107","KECAMATAN_TELUK_WARU","Kecamatan Teluk Waru"
"8108010","8108","KECAMATAN_WETAR","Kecamatan Wetar"
"8108011","8108","KECAMATAN_WETAR_BARAT","Kecamatan Wetar Barat"
"8108012","8108","KECAMATAN_WETAR_UTARA","Kecamatan Wetar Utara"
"8108013","8108","KECAMATAN_WETAR_TIMUR","Kecamatan Wetar Timur"
"8108020","8108","KECAMATAN_PP._TERSELATAN","Kecamatan Pp. Terselatan"
"8108021","8108","KECAMATAN_KISAR_UTARA","Kecamatan Kisar Utara"
"8108022","8108","KECAMATAN_KEPULAUAN_ROMANG","Kecamatan Kepulauan Romang"
"8108030","8108","KECAMATAN_LETTI","Kecamatan Letti"
"8108041","8108","KECAMATAN_MOA","Kecamatan Moa"
"8108042","8108","KECAMATAN_LAKOR","Kecamatan Lakor"
"8108050","8108","KECAMATAN_DAMER","Kecamatan Damer"
"8108060","8108","KECAMATAN_MDONA_HIERA","Kecamatan Mdona Hiera"
"8108070","8108","KECAMATAN_PP._BABAR","Kecamatan Pp. Babar"
"8108071","8108","KECAMATAN_PULAU_WETANG","Kecamatan Pulau Wetang"
"8108080","8108","KECAMATAN_BABAR_TIMUR","Kecamatan Babar Timur"
"8108081","8108","KECAMATAN_PULAU_MASELA","Kecamatan Pulau Masela"
"8108082","8108","KECAMATAN_DAWELOR_DAWERA","Kecamatan Dawelor Dawera"
"8109010","8109","KECAMATAN_KEPALA_MADAN","Kecamatan Kepala Madan"
"8109020","8109","KECAMATAN_LEKSULA","Kecamatan Leksula"
"8109021","8109","KECAMATAN_FENA_FAFAN","Kecamatan Fena Fafan"
"8109030","8109","KECAMATAN_NAMROLE","Kecamatan Namrole"
"8109040","8109","KECAMATAN_WAISAMA","Kecamatan Waisama"
"8109050","8109","KECAMATAN_AMBALAU","Kecamatan Ambalau"
"8171010","8171","KECAMATAN_NUSANIWE","Kecamatan Nusaniwe"
"8171020","8171","KECAMATAN_SIRIMAU","Kecamatan Sirimau"
"8171021","8171","KECAMATAN_LEITIMUR_SELATAN","Kecamatan Leitimur Selatan"
"8171030","8171","KECAMATAN_TELUK_AMBON_BAGUALA","Kecamatan Teluk Ambon Baguala"
"8171031","8171","KECAMATAN_TELUK_AMBON","Kecamatan Teluk Ambon"
"8172010","8172","KECAMATAN_PP._KUR","Kecamatan Pp. Kur"
"8172011","8172","KECAMATAN_KUR_SELATAN","Kecamatan Kur Selatan"
"8172020","8172","KECAMATAN_TAYANDO_TAM","Kecamatan Tayando Tam"
"8172030","8172","KECAMATAN_PULAU_DULLAH_UTARA","Kecamatan Pulau Dullah Utara"
"8172040","8172","KECAMATAN_PULAU_DULLAH_SELATAN","Kecamatan Pulau Dullah Selatan"
"8201090","8201","KECAMATAN_JAILOLO","Kecamatan Jailolo"
"8201091","8201","KECAMATAN_JAILOLO_SELATAN","Kecamatan Jailolo Selatan"
"8201100","8201","KECAMATAN_SAHU","Kecamatan Sahu"
"8201101","8201","KECAMATAN_SAHU_TIMUR","Kecamatan Sahu Timur"
"8201130","8201","KECAMATAN_IBU","Kecamatan Ibu"
"8201131","8201","KECAMATAN_IBU_SELATAN","Kecamatan Ibu Selatan"
"8201132","8201","KECAMATAN_TABARU","Kecamatan Tabaru"
"8201140","8201","KECAMATAN_LOLODA","Kecamatan Loloda"
"8202030","8202","KECAMATAN_WEDA","Kecamatan Weda"
"8202031","8202","KECAMATAN_WEDA_SELATAN","Kecamatan Weda Selatan"
"8202032","8202","KECAMATAN_WEDA_UTARA","Kecamatan Weda Utara"
"8202033","8202","KECAMATAN_WEDA_TENGAH","Kecamatan Weda Tengah"
"8202034","8202","KECAMATAN_WEDA_TIMUR","Kecamatan Weda Timur"
"8202041","8202","KECAMATAN_PULAU_GEBE","Kecamatan Pulau Gebe"
"8202042","8202","KECAMATAN_PATANI","Kecamatan Patani"
"8202043","8202","KECAMATAN_PATANI_UTARA","Kecamatan Patani Utara"
"8202044","8202","KECAMATAN_PATANI_BARAT","Kecamatan Patani Barat"
"8202045","8202","KECAMATAN_PATANI_TIMUR","Kecamatan Patani Timur"
"8203010","8203","KECAMATAN_SULA_BESI_BARAT","Kecamatan Sula Besi Barat"
"8203011","8203","KECAMATAN_SULABESI_SELATAN","Kecamatan Sulabesi Selatan"
"8203020","8203","KECAMATAN_SANANA","Kecamatan Sanana"
"8203021","8203","KECAMATAN_SULA_BESI_TENGAH","Kecamatan Sula Besi Tengah"
"8203022","8203","KECAMATAN_SULABESI_TIMUR","Kecamatan Sulabesi Timur"
"8203023","8203","KECAMATAN_SANANA_UTARA","Kecamatan Sanana Utara"
"8203030","8203","KECAMATAN_MANGOLI_TIMUR","Kecamatan Mangoli Timur"
"8203031","8203","KECAMATAN_MANGOLI_TENGAH","Kecamatan Mangoli Tengah"
"8203032","8203","KECAMATAN_MANGOLI_UTARA_TIMUR","Kecamatan Mangoli Utara Timur"
"8203040","8203","KECAMATAN_MANGOLI_BARAT","Kecamatan Mangoli Barat"
"8203041","8203","KECAMATAN_MANGOLI_UTARA","Kecamatan Mangoli Utara"
"8203042","8203","KECAMATAN_MANGOLI_SELATAN","Kecamatan Mangoli Selatan"
"8204010","8204","KECAMATAN_OBI_SELATAN","Kecamatan Obi Selatan"
"8204020","8204","KECAMATAN_OBI","Kecamatan Obi"
"8204021","8204","KECAMATAN_OBI_BARAT","Kecamatan Obi Barat"
"8204022","8204","KECAMATAN_OBI_TIMUR","Kecamatan Obi Timur"
"8204023","8204","KECAMATAN_OBI_UTARA","Kecamatan Obi Utara"
"8204030","8204","KECAMATAN_BACAN","Kecamatan Bacan"
"8204031","8204","KECAMATAN_MANDIOLI_SELATAN","Kecamatan Mandioli Selatan"
"8204032","8204","KECAMATAN_MANDIOLI_UTARA","Kecamatan Mandioli Utara"
"8204033","8204","KECAMATAN_BACAN_SELATAN","Kecamatan Bacan Selatan"
"8204034","8204","KECAMATAN_BATANG_LOMANG","Kecamatan Batang Lomang"
"8204040","8204","KECAMATAN_BACAN_TIMUR","Kecamatan Bacan Timur"
"8204041","8204","KECAMATAN_BACAN_TIMUR_SELATAN","Kecamatan Bacan Timur Selatan"
"8204042","8204","KECAMATAN_BACAN_TIMUR_TENGAH","Kecamatan Bacan Timur Tengah"
"8204050","8204","KECAMATAN_BACAN_BARAT","Kecamatan Bacan Barat"
"8204051","8204","KECAMATAN_KASIRUTA_BARAT","Kecamatan Kasiruta Barat"
"8204052","8204","KECAMATAN_KASIRUTA_TIMUR","Kecamatan Kasiruta Timur"
"8204053","8204","KECAMATAN_BACAN_BARAT_UTARA","Kecamatan Bacan Barat Utara"
"8204060","8204","KECAMATAN_KAYOA","Kecamatan Kayoa"
"8204061","8204","KECAMATAN_KAYOA_BARAT","Kecamatan Kayoa Barat"
"8204062","8204","KECAMATAN_KAYOA_SELATAN","Kecamatan Kayoa Selatan"
"8204063","8204","KECAMATAN_KAYOA_UTARA","Kecamatan Kayoa Utara"
"8204070","8204","KECAMATAN_PULAU_MAKIAN","Kecamatan Pulau Makian"
"8204071","8204","KECAMATAN_MAKIAN_BARAT","Kecamatan Makian Barat"
"8204080","8204","KECAMATAN_GANE_BARAT","Kecamatan Gane Barat"
"8204081","8204","KECAMATAN_GANE_BARAT_SELATAN","Kecamatan Gane Barat Selatan"
"8204082","8204","KECAMATAN_GANE_BARAT_UTARA","Kecamatan Gane Barat Utara"
"8204083","8204","KECAMATAN_KEPULAUAN_JORONGA","Kecamatan Kepulauan Joronga"
"8204090","8204","KECAMATAN_GANE_TIMUR","Kecamatan Gane Timur"
"8204091","8204","KECAMATAN_GANE_TIMUR_TENGAH","Kecamatan Gane Timur Tengah"
"8204092","8204","KECAMATAN_GANE_TIMUR_SELATAN","Kecamatan Gane Timur Selatan"
"8205010","8205","KECAMATAN_MALIFUT","Kecamatan Malifut"
"8205011","8205","KECAMATAN_KAO_TELUK","Kecamatan Kao Teluk"
"8205020","8205","KECAMATAN_KAO","Kecamatan Kao"
"8205021","8205","KECAMATAN_KAO_BARAT","Kecamatan Kao Barat"
"8205022","8205","KECAMATAN_KAO_UTARA","Kecamatan Kao Utara"
"8205030","8205","KECAMATAN_TOBELO_SELATAN","Kecamatan Tobelo Selatan"
"8205031","8205","KECAMATAN_TOBELO_BARAT","Kecamatan Tobelo Barat"
"8205032","8205","KECAMATAN_TOBELO_TIMUR","Kecamatan Tobelo Timur"
"8205040","8205","KECAMATAN_TOBELO","Kecamatan Tobelo"
"8205041","8205","KECAMATAN_TOBELO_TENGAH","Kecamatan Tobelo Tengah"
"8205042","8205","KECAMATAN_TOBELO_UTARA","Kecamatan Tobelo Utara"
"8205050","8205","KECAMATAN_GALELA","Kecamatan Galela"
"8205051","8205","KECAMATAN_GALELA_SELATAN","Kecamatan Galela Selatan"
"8205052","8205","KECAMATAN_GALELA_BARAT","Kecamatan Galela Barat"
"8205053","8205","KECAMATAN_GALELA_UTARA","Kecamatan Galela Utara"
"8205060","8205","KECAMATAN_LOLODA_UTARA","Kecamatan Loloda Utara"
"8205061","8205","KECAMATAN_LOLODA_KEPULAUAN","Kecamatan Loloda Kepulauan"
"8206010","8206","KECAMATAN_MABA_SELATAN","Kecamatan Maba Selatan"
"8206011","8206","KECAMATAN_KOTA_MABA","Kecamatan Kota Maba"
"8206020","8206","KECAMATAN_WASILE_SELATAN","Kecamatan Wasile Selatan"
"8206030","8206","KECAMATAN_WASILE","Kecamatan Wasile"
"8206031","8206","KECAMATAN_WASILE_TIMUR","Kecamatan Wasile Timur"
"8206032","8206","KECAMATAN_WASILE_TENGAH","Kecamatan Wasile Tengah"
"8206033","8206","KECAMATAN_WASILE_UTARA","Kecamatan Wasile Utara"
"8206040","8206","KECAMATAN_MABA","Kecamatan Maba"
"8206041","8206","KECAMATAN_MABA_TENGAH","Kecamatan Maba Tengah"
"8206042","8206","KECAMATAN_MABA_UTARA","Kecamatan Maba Utara"
"8207010","8207","KECAMATAN_MOROTAI_SELATAN","Kecamatan Morotai Selatan"
"8207020","8207","KECAMATAN_MOROTAI_TIMUR","Kecamatan Morotai Timur"
"8207030","8207","KECAMATAN_MOROTAI_SELATAN_BARAT","Kecamatan Morotai Selatan Barat"
"8207040","8207","KECAMATAN_MOROTAI_JAYA","Kecamatan Morotai Jaya"
"8207050","8207","KECAMATAN_MOROTAI_UTARA","Kecamatan Morotai Utara"
"8208010","8208","KECAMATAN_TALIABU_BARAT","Kecamatan Taliabu Barat"
"8208020","8208","KECAMATAN_TALIABU_SELATAN","Kecamatan Taliabu Selatan"
"8208030","8208","KECAMATAN_TABONA","Kecamatan Tabona"
"8208040","8208","KECAMATAN_TALIABU_TIMUR_SELATAN","Kecamatan Taliabu Timur Selatan"
"8208050","8208","KECAMATAN_TALIABU_TIMUR","Kecamatan Taliabu Timur"
"8208060","8208","KECAMATAN_TALIABU_UTARA","Kecamatan Taliabu Utara"
"8208070","8208","KECAMATAN_LEDE","Kecamatan Lede"
"8208080","8208","KECAMATAN_TALIABU_BARAT_LAUT","Kecamatan Taliabu Barat Laut"
"8271010","8271","KECAMATAN_PULAU_TERNATE","Kecamatan Pulau Ternate"
"8271011","8271","KECAMATAN_MOTI","Kecamatan Moti"
"8271012","8271","KECAMATAN_PULAU_BATANG_DUA","Kecamatan Pulau Batang Dua"
"8271013","8271","KECAMATAN_PULAU_HIRI","Kecamatan Pulau Hiri"
"8271014","8271","KECAMATAN_TERNATE_BARAT","Kecamatan Ternate Barat"
"8271020","8271","KECAMATAN_TERNATE_SELATAN","Kecamatan Ternate Selatan"
"8271021","8271","KECAMATAN_TERNATE_TENGAH","Kecamatan Ternate Tengah"
"8271030","8271","KECAMATAN_TERNATE_UTARA","Kecamatan Ternate Utara"
"8272010","8272","KECAMATAN_TIDORE_SELATAN","Kecamatan Tidore Selatan"
"8272020","8272","KECAMATAN_TIDORE_UTARA","Kecamatan Tidore Utara"
"8272030","8272","KECAMATAN_TIDORE","Kecamatan Tidore"
"8272031","8272","KECAMATAN_TIDORE_TIMUR","Kecamatan Tidore Timur"
"8272040","8272","KECAMATAN_OBA","Kecamatan Oba"
"8272041","8272","KECAMATAN_OBA_SELATAN","Kecamatan Oba Selatan"
"8272050","8272","KECAMATAN_OBA_UTARA","Kecamatan Oba Utara"
"8272051","8272","KECAMATAN_OBA_TENGAH","Kecamatan Oba Tengah"
"9101050","9101","KECAMATAN_FAKFAK_TIMUR","Kecamatan Fakfak Timur"
"9101051","9101","KECAMATAN_KARAS","Kecamatan Karas"
"9101052","9101","KECAMATAN_FAKFAK_TIMUR_TENGAH","Kecamatan Fakfak Timur Tengah"
"9101060","9101","KECAMATAN_FAKFAK","Kecamatan Fakfak"
"9101061","9101","KECAMATAN_FAKFAK_TENGAH","Kecamatan Fakfak Tengah"
"9101062","9101","KECAMATAN_PARIWARI","Kecamatan Pariwari"
"9101070","9101","KECAMATAN_FAKFAK_BARAT","Kecamatan Fakfak Barat"
"9101071","9101","KECAMATAN_WARTUTIN","Kecamatan Wartutin"
"9101080","9101","KECAMATAN_KOKAS","Kecamatan Kokas"
"9101081","9101","KECAMATAN_TELUK_PATIPI","Kecamatan Teluk Patipi"
"9101082","9101","KECAMATAN_KRAMONGMONGGA","Kecamatan Kramongmongga"
"9101083","9101","KECAMATAN_BOMBERAY","Kecamatan Bomberay"
"9101084","9101","KECAMATAN_ARGUNI","Kecamatan Arguni"
"9101085","9101","KECAMATAN_MBAHAMDANDARA","Kecamatan Mbahamdandara"
"9101086","9101","KECAMATAN_FURWAGI","Kecamatan Furwagi"
"9101087","9101","KECAMATAN_KAYAUNI","Kecamatan Kayauni"
"9101088","9101","KECAMATAN_TOMAGE","Kecamatan Tomage"
"9102010","9102","KECAMATAN_BURUWAY","Kecamatan Buruway"
"9102020","9102","KECAMATAN_TELUK_ARGUNI","Kecamatan Teluk Arguni"
"9102021","9102","KECAMATAN_TELUK_ARGUNI_BAWAH","Kecamatan Teluk Arguni Bawah"
"9102030","9102","KECAMATAN_KAIMANA","Kecamatan Kaimana"
"9102031","9102","KECAMATAN_KAMBRAU","Kecamatan Kambrau"
"9102040","9102","KECAMATAN_TELUK_ETNA","Kecamatan Teluk Etna"
"9102041","9102","KECAMATAN_YAMOR","Kecamatan Yamor"
"9103010","9103","KECAMATAN_NAIKERE","Kecamatan Naikere"
